(-2, -8), (-2, -8)
(-2, -7), (-2, -8)
(-2, -6), (-2, -7)
(-2, -7), (-2, -7)
(-2, -8), (-2, -7)
(-1, -8), (-2, -7)
(0, -8), (-1, -8)
(0, -7), (-1, -8)
(-1, -7), (-1, -8)
(-2, -7), (-1, -8)
(-2, -8), (-1, -8)
(-2, -9), (-1, -8)
(-3, -9), (-2, -9)
(-3, -10), (-2, -9)
(-3, -11), (-3, -10)
(-4, -11), (-3, -10)
(-4, -10), (-3, -10)
(-3, -10), (-3, -10)
(-2, -10), (-3, -10)
(-3, -10), (-3, -10)
(-4, -10), (-3, -10)
(-4, -11), (-3, -10)
(-3, -11), (-3, -10)
(-2, -11), (-3, -10)
(-2, -10), (-3, -10)
(-2, -9), (-3, -10)
(-1, -9), (-2, -9)
(0, -9), (-1, -9)
(-1, -9), (-1, -9)
(-2, -9), (-1, -9)
(-2, -10), (-1, -9)
(-1, -10), (-1, -9)
(-2, -10), (-1, -9)
(-2, -11), (-2, -10)
(-2, -12), (-2, -11)
(-2, -11), (-2, -11)
(-2, -10), (-2, -11)
(-3, -10), (-2, -11)
(-3, -11), (-2, -11)
(-2, -11), (-2, -11)
(-3, -11), (-2, -11)
(-4, -11), (-3, -11)
(-5, -11), (-4, -11)
(-5, -10), (-4, -11)
(-5, -9), (-5, -10)
(-4, -9), (-5, -10)
(-3, -9), (-4, -9)
(-3, -10), (-4, -9)
(-3, -11), (-3, -10)
(-3, -12), (-3, -11)
(-4, -12), (-3, -11)
(-3, -12), (-3, -11)
(-2, -12), (-3, -11)
(-1, -12), (-2, -12)
(-2, -12), (-2, -12)
(-1, -12), (-2, -12)
(0, -12), (-1, -12)
(0, -13), (-1, -12)
(0, -12), (-1, -12)
(0, -11), (-1, -12)
(0, -10), (0, -11)
(-1, -10), (0, -11)
(-1, -9), (-1, -10)
(-1, -8), (-1, -9)
(-2, -8), (-1, -9)
(-2, -9), (-1, -9)
(-2, -10), (-1, -9)
(-2, -11), (-2, -10)
(-1, -11), (-2, -10)
(0, -11), (-1, -11)
(1, -11), (0, -11)
(1, -12), (0, -11)
(1, -11), (0, -11)
(1, -10), (0, -11)
(1, -9), (1, -10)
(2, -9), (1, -10)
(3, -9), (2, -9)
(3, -10), (2, -9)
(3, -11), (3, -10)
(4, -11), (3, -10)
(5, -11), (4, -11)
(4, -11), (4, -11)
(4, -10), (4, -11)
(5, -10), (4, -11)
(5, -9), (5, -10)
(5, -8), (5, -9)
(6, -8), (5, -9)
(7, -8), (6, -8)
(8, -8), (7, -8)
(8, -7), (7, -8)
(8, -8), (7, -8)
(8, -7), (7, -8)
(9, -7), (8, -7)
(10, -7), (9, -7)
(11, -7), (10, -7)
(11, -8), (10, -7)
(11, -9), (11, -8)
(12, -9), (11, -8)
(13, -9), (12, -9)
(13, -8), (12, -9)
(13, -7), (13, -8)
(13, -6), (13, -7)
(13, -7), (13, -7)
(14, -7), (13, -7)
(15, -7), (14, -7)
(16, -7), (15, -7)
(15, -7), (15, -7)
(14, -7), (15, -7)
(13, -7), (14, -7)
(13, -6), (14, -7)
(13, -5), (13, -6)
(13, -4), (13, -5)
(13, -5), (13, -5)
(13, -6), (13, -5)
(13, -7), (13, -6)
(14, -7), (13, -6)
(14, -8), (14, -7)
(14, -9), (14, -8)
(14, -10), (14, -9)
(13, -10), (14, -9)
(13, -11), (13, -10)
(13, -12), (13, -11)
(13, -13), (13, -12)
(12, -13), (13, -12)
(13, -13), (13, -12)
(13, -12), (13, -12)
(12, -12), (13, -12)
(11, -12), (12, -12)
(11, -13), (12, -12)
(11, -14), (11, -13)
(11, -15), (11, -14)
(11, -14), (11, -14)
(11, -13), (11, -14)
(11, -12), (11, -13)
(11, -13), (11, -13)
(11, -14), (11, -13)
(11, -13), (11, -13)
(11, -12), (11, -13)
(11, -11), (11, -12)
(11, -12), (11, -12)
(11, -13), (11, -12)
(11, -12), (11, -12)
(11, -11), (11, -12)
(11, -12), (11, -12)
(12, -12), (11, -12)
(13, -12), (12, -12)
(13, -11), (12, -12)
(13, -10), (13, -11)
(13, -9), (13, -10)
(12, -9), (13, -10)
(13, -9), (13, -10)
(14, -9), (13, -10)
(13, -9), (13, -10)
(12, -9), (13, -10)
(11, -9), (12, -9)
(11, -8), (12, -9)
(11, -7), (11, -8)
(11, -6), (11, -7)
(11, -7), (11, -7)
(11, -8), (11, -7)
(11, -9), (11, -8)
(10, -9), (11, -8)
(9, -9), (10, -9)
(10, -9), (10, -9)
(11, -9), (10, -9)
(11, -8), (10, -9)
(11, -7), (11, -8)
(11, -6), (11, -7)
(12, -6), (11, -7)
(11, -6), (11, -7)
(11, -5), (11, -6)
(11, -6), (11, -6)
(12, -6), (11, -6)
(13, -6), (12, -6)
(12, -6), (12, -6)
(11, -6), (12, -6)
(10, -6), (11, -6)
(10, -5), (11, -6)
(10, -4), (10, -5)
(10, -3), (10, -4)
(10, -4), (10, -4)
(9, -4), (10, -4)
(9, -3), (10, -4)
(10, -3), (10, -4)
(10, -4), (10, -4)
(10, -5), (10, -4)
(9, -5), (10, -4)
(8, -5), (9, -5)
(8, -6), (9, -5)
(8, -7), (8, -6)
(9, -7), (8, -6)
(10, -7), (9, -7)
(11, -7), (10, -7)
(11, -8), (10, -7)
(11, -9), (11, -8)
(12, -9), (11, -8)
(13, -9), (12, -9)
(14, -9), (13, -9)
(14, -10), (13, -9)
(14, -11), (14, -10)
(15, -11), (14, -10)
(15, -12), (15, -11)
(16, -12), (15, -11)
(17, -12), (16, -12)
(18, -12), (17, -12)
(18, -13), (17, -12)
(18, -12), (17, -12)
(17, -12), (17, -12)
(18, -12), (17, -12)
(19, -12), (18, -12)
(19, -13), (18, -12)
(19, -14), (19, -13)
(19, -15), (19, -14)
(18, -15), (19, -14)
(17, -15), (18, -15)
(16, -15), (17, -15)
(17, -15), (17, -15)
(16, -15), (17, -15)
(15, -15), (16, -15)
(16, -15), (16, -15)
(16, -14), (16, -15)
(16, -13), (16, -14)
(16, -12), (16, -13)
(16, -13), (16, -13)
(16, -14), (16, -13)
(17, -14), (16, -13)
(17, -13), (16, -13)
(16, -13), (16, -13)
(15, -13), (16, -13)
(16, -13), (16, -13)
(17, -13), (16, -13)
(16, -13), (16, -13)
(15, -13), (16, -13)
(15, -14), (16, -13)
(15, -13), (16, -13)
(15, -12), (16, -13)
(15, -11), (15, -12)
(16, -11), (15, -12)
(17, -11), (16, -11)
(18, -11), (17, -11)
(18, -12), (17, -11)
(18, -13), (18, -12)
(19, -13), (18, -12)
(19, -12), (18, -12)
(19, -11), (18, -12)
(18, -11), (18, -12)
(17, -11), (18, -12)
(16, -11), (17, -11)
(17, -11), (17, -11)
(17, -12), (17, -11)
(17, -11), (17, -11)
(17, -10), (17, -11)
(16, -10), (17, -11)
(15, -10), (16, -10)
(14, -10), (15, -10)
(13, -10), (14, -10)
(13, -11), (14, -10)
(13, -12), (13, -11)
(14, -12), (13, -11)
(14, -11), (13, -11)
(14, -10), (13, -11)
(14, -9), (14, -10)
(14, -8), (14, -9)
(15, -8), (14, -9)
(16, -8), (15, -8)
(17, -8), (16, -8)
(18, -8), (17, -8)
(18, -9), (17, -8)
(18, -10), (18, -9)
(18, -11), (18, -10)
(19, -11), (18, -10)
(20, -11), (19, -11)
(21, -11), (20, -11)
(21, -10), (20, -11)
(21, -9), (21, -10)
(20, -9), (21, -10)
(19, -9), (20, -9)
(19, -8), (20, -9)
(19, -9), (20, -9)
(19, -10), (20, -9)
(19, -11), (19, -10)
(19, -10), (19, -10)
(19, -9), (19, -10)
(19, -10), (19, -10)
(19, -11), (19, -10)
(20, -11), (19, -10)
(21, -11), (20, -11)
(22, -11), (21, -11)
(23, -11), (22, -11)
(23, -12), (22, -11)
(23, -13), (23, -12)
(23, -14), (23, -13)
(24, -14), (23, -13)
(25, -14), (24, -14)
(26, -14), (25, -14)
(26, -15), (25, -14)
(26, -16), (26, -15)
(26, -17), (26, -16)
(26, -18), (26, -17)
(27, -18), (26, -17)
(28, -18), (27, -18)
(28, -17), (27, -18)
(28, -16), (28, -17)
(27, -16), (28, -17)
(27, -17), (28, -17)
(26, -17), (27, -17)
(25, -17), (26, -17)
(25, -16), (26, -17)
(25, -15), (25, -16)
(25, -14), (25, -15)
(25, -13), (25, -14)
(25, -14), (25, -14)
(25, -15), (25, -14)
(25, -16), (25, -15)
(25, -17), (25, -16)
(26, -17), (25, -16)
(27, -17), (26, -17)
(28, -17), (27, -17)
(28, -16), (27, -17)
(28, -15), (28, -16)
(29, -15), (28, -16)
(30, -15), (29, -15)
(31, -15), (30, -15)
(31, -14), (30, -15)
(31, -13), (31, -14)
(31, -12), (31, -13)
(31, -11), (31, -12)
(31, -12), (31, -12)
(31, -13), (31, -12)
(32, -13), (31, -12)
(33, -13), (32, -13)
(34, -13), (33, -13)
(34, -14), (33, -13)
(34, -15), (34, -14)
(34, -16), (34, -15)
(34, -17), (34, -16)
(33, -17), (34, -16)
(32, -17), (33, -17)
(31, -17), (32, -17)
(31, -18), (32, -17)
(32, -18), (32, -17)
(33, -18), (32, -17)
(34, -18), (33, -18)
(35, -18), (34, -18)
(35, -19), (34, -18)
(35, -20), (35, -19)
(35, -21), (35, -20)
(35, -22), (35, -21)
(36, -22), (35, -21)
(37, -22), (36, -22)
(38, -22), (37, -22)
(39, -22), (38, -22)
(38, -22), (38, -22)
(37, -22), (38, -22)
(36, -22), (37, -22)
(36, -21), (37, -22)
(35, -21), (36, -21)
(35, -22), (36, -21)
(35, -23), (35, -22)
(35, -24), (35, -23)
(35, -25), (35, -24)
(34, -25), (35, -24)
(33, -25), (34, -25)
(32, -25), (33, -25)
(32, -26), (33, -25)
(32, -25), (33, -25)
(32, -24), (33, -25)
(33, -24), (33, -25)
(34, -24), (33, -25)
(35, -24), (34, -24)
(36, -24), (35, -24)
(36, -23), (35, -24)
(35, -23), (35, -24)
(34, -23), (35, -24)
(33, -23), (34, -23)
(32, -23), (33, -23)
(32, -24), (33, -23)
(32, -25), (32, -24)
(32, -26), (32, -25)
(32, -25), (32, -25)
(32, -24), (32, -25)
(33, -24), (32, -25)
(34, -24), (33, -24)
(35, -24), (34, -24)
(36, -24), (35, -24)
(36, -25), (35, -24)
(36, -26), (36, -25)
(36, -27), (36, -26)
(36, -26), (36, -26)
(36, -25), (36, -26)
(36, -24), (36, -25)
(35, -24), (36, -25)
(34, -24), (35, -24)
(33, -24), (34, -24)
(32, -24), (33, -24)
(32, -23), (33, -24)
(32, -22), (32, -23)
(33, -22), (32, -23)
(33, -21), (33, -22)
(33, -22), (33, -22)
(33, -23), (33, -22)
(33, -24), (33, -23)
(34, -24), (33, -23)
(35, -24), (34, -24)
(36, -24), (35, -24)
(36, -25), (35, -24)
(36, -24), (35, -24)
(35, -24), (35, -24)
(34, -24), (35, -24)
(33, -24), (34, -24)
(34, -24), (34, -24)
(34, -25), (34, -24)
(34, -26), (34, -25)
(35, -26), (34, -25)
(36, -26), (35, -26)
(37, -26), (36, -26)
(38, -26), (37, -26)
(38, -25), (37, -26)
(38, -24), (38, -25)
(38, -25), (38, -25)
(38, -26), (38, -25)
(38, -27), (38, -26)
(38, -28), (38, -27)
(38, -27), (38, -27)
(38, -26), (38, -27)
(38, -25), (38, -26)
(38, -24), (38, -25)
(37, -24), (38, -25)
(36, -24), (37, -24)
(35, -24), (36, -24)
(34, -24), (35, -24)
(35, -24), (35, -24)
(36, -24), (35, -24)
(37, -24), (36, -24)
(38, -24), (37, -24)
(38, -25), (37, -24)
(38, -26), (38, -25)
(39, -26), (38, -25)
(40, -26), (39, -26)
(41, -26), (40, -26)
(41, -27), (40, -26)
(41, -28), (41, -27)
(41, -29), (41, -28)
(42, -29), (41, -28)
(43, -29), (42, -29)
(44, -29), (43, -29)
(45, -29), (44, -29)
(45, -28), (44, -29)
(45, -29), (44, -29)
(45, -30), (44, -29)
(45, -31), (45, -30)
(46, -31), (45, -30)
(47, -31), (46, -31)
(48, -31), (47, -31)
(49, -31), (48, -31)
(48, -31), (48, -31)
(48, -30), (48, -31)
(47, -30), (48, -31)
(47, -31), (48, -31)
(47, -32), (48, -31)
(47, -33), (47, -32)
(47, -34), (47, -33)
(48, -34), (47, -33)
(48, -33), (47, -33)
(48, -32), (47, -33)
(48, -31), (48, -32)
(48, -30), (48, -31)
(47, -30), (48, -31)
(46, -30), (47, -30)
(45, -30), (46, -30)
(46, -30), (46, -30)
(47, -30), (46, -30)
(47, -29), (46, -30)
(47, -28), (47, -29)
(47, -27), (47, -28)
(47, -26), (47, -27)
(48, -26), (47, -27)
(49, -26), (48, -26)
(50, -26), (49, -26)
(50, -25), (49, -26)
(49, -25), (49, -26)
(48, -25), (49, -26)
(47, -25), (48, -25)
(47, -26), (48, -25)
(47, -27), (47, -26)
(46, -27), (47, -26)
(45, -27), (46, -27)
(46, -27), (46, -27)
(47, -27), (46, -27)
(48, -27), (47, -27)
(48, -28), (47, -27)
(47, -28), (47, -27)
(46, -28), (47, -27)
(45, -28), (46, -28)
(44, -28), (45, -28)
(44, -29), (45, -28)
(44, -30), (44, -29)
(45, -30), (44, -29)
(46, -30), (45, -30)
(47, -30), (46, -30)
(46, -30), (46, -30)
(45, -30), (46, -30)
(44, -30), (45, -30)
(43, -30), (44, -30)
(44, -30), (44, -30)
(45, -30), (44, -30)
(46, -30), (45, -30)
(47, -30), (46, -30)
(46, -30), (46, -30)
(45, -30), (46, -30)
(45, -29), (46, -30)
(45, -30), (46, -30)
(46, -30), (46, -30)
(47, -30), (46, -30)
(48, -30), (47, -30)
(48, -29), (47, -30)
(48, -28), (48, -29)
(48, -27), (48, -28)
(48, -26), (48, -27)
(48, -27), (48, -27)
(48, -28), (48, -27)
(48, -29), (48, -28)
(48, -30), (48, -29)
(48, -29), (48, -29)
(48, -28), (48, -29)
(48, -27), (48, -28)
(48, -26), (48, -27)
(48, -27), (48, -27)
(48, -28), (48, -27)
(48, -29), (48, -28)
(48, -30), (48, -29)
(49, -30), (48, -29)
(50, -30), (49, -30)
(51, -30), (50, -30)
(52, -30), (51, -30)
(52, -29), (51, -30)
(52, -28), (52, -29)
(52, -27), (52, -28)
(52, -26), (52, -27)
(52, -27), (52, -27)
(52, -26), (52, -27)
(52, -27), (52, -27)
(52, -28), (52, -27)
(52, -29), (52, -28)
(52, -30), (52, -29)
(52, -29), (52, -29)
(52, -30), (52, -29)
(52, -31), (52, -30)
(52, -32), (52, -31)
(52, -33), (52, -32)
(52, -32), (52, -32)
(52, -31), (52, -32)
(52, -30), (52, -31)
(52, -29), (52, -30)
(53, -29), (52, -30)
(54, -29), (53, -29)
(55, -29), (54, -29)
(56, -29), (55, -29)
(56, -30), (55, -29)
(56, -31), (56, -30)
(56, -32), (56, -31)
(56, -33), (56, -32)
(55, -33), (56, -32)
(54, -33), (55, -33)
(53, -33), (54, -33)
(52, -33), (53, -33)
(52, -34), (53, -33)
(52, -33), (53, -33)
(52, -32), (53, -33)
(52, -31), (52, -32)
(52, -30), (52, -31)
(52, -29), (52, -30)
(53, -29), (52, -30)
(54, -29), (53, -29)
(55, -29), (54, -29)
(56, -29), (55, -29)
(57, -29), (56, -29)
(57, -28), (56, -29)
(57, -27), (57, -28)
(57, -26), (57, -27)
(57, -25), (57, -26)
(57, -24), (57, -25)
(56, -24), (57, -25)
(57, -24), (57, -25)
(58, -24), (57, -25)
(59, -24), (58, -24)
(60, -24), (59, -24)
(60, -23), (59, -24)
(60, -22), (60, -23)
(60, -21), (60, -22)
(60, -20), (60, -21)
(60, -19), (60, -20)
(59, -19), (60, -20)
(58, -19), (59, -19)
(58, -18), (59, -19)
(58, -17), (58, -18)
(58, -16), (58, -17)
(58, -15), (58, -16)
(58, -16), (58, -16)
(59, -16), (58, -16)
(58, -16), (58, -16)
(57, -16), (58, -16)
(56, -16), (57, -16)
(55, -16), (56, -16)
(55, -17), (56, -16)
(55, -18), (55, -17)
(54, -18), (55, -17)
(53, -18), (54, -18)
(52, -18), (53, -18)
(51, -18), (52, -18)
(50, -18), (51, -18)
(50, -19), (51, -18)
(50, -20), (50, -19)
(50, -21), (50, -20)
(50, -22), (50, -21)
(50, -23), (50, -22)
(51, -23), (50, -22)
(52, -23), (51, -23)
(53, -23), (52, -23)
(52, -23), (52, -23)
(51, -23), (52, -23)
(52, -23), (52, -23)
(52, -22), (52, -23)
(53, -22), (52, -23)
(54, -22), (53, -22)
(55, -22), (54, -22)
(56, -22), (55, -22)
(57, -22), (56, -22)
(57, -23), (56, -22)
(57, -24), (57, -23)
(57, -23), (57, -23)
(56, -23), (57, -23)
(56, -24), (57, -23)
(56, -25), (56, -24)
(56, -26), (56, -25)
(56, -27), (56, -26)
(56, -26), (56, -26)
(56, -25), (56, -26)
(56, -24), (56, -25)
(56, -23), (56, -24)
(55, -23), (56, -24)
(54, -23), (55, -23)
(54, -22), (55, -23)
(54, -21), (54, -22)
(54, -20), (54, -21)
(54, -19), (54, -20)
(53, -19), (54, -20)
(53, -20), (54, -20)
(53, -21), (54, -20)
(53, -22), (53, -21)
(53, -23), (53, -22)
(52, -23), (53, -22)
(52, -22), (53, -22)
(52, -21), (53, -22)
(52, -20), (52, -21)
(52, -19), (52, -20)
(51, -19), (52, -20)
(50, -19), (51, -19)
(49, -19), (50, -19)
(49, -18), (50, -19)
(49, -17), (49, -18)
(49, -16), (49, -17)
(49, -17), (49, -17)
(49, -18), (49, -17)
(48, -18), (49, -17)
(47, -18), (48, -18)
(46, -18), (47, -18)
(46, -19), (47, -18)
(46, -20), (46, -19)
(45, -20), (46, -19)
(44, -20), (45, -20)
(43, -20), (44, -20)
(44, -20), (44, -20)
(43, -20), (44, -20)
(42, -20), (43, -20)
(42, -19), (43, -20)
(41, -19), (42, -19)
(40, -19), (41, -19)
(41, -19), (41, -19)
(42, -19), (41, -19)
(42, -20), (41, -19)
(42, -21), (42, -20)
(42, -22), (42, -21)
(42, -23), (42, -22)
(42, -24), (42, -23)
(42, -23), (42, -23)
(42, -22), (42, -23)
(42, -21), (42, -22)
(42, -20), (42, -21)
(43, -20), (42, -21)
(43, -21), (42, -21)
(43, -22), (42, -21)
(43, -23), (43, -22)
(43, -24), (43, -23)
(43, -25), (43, -24)
(43, -24), (43, -24)
(43, -23), (43, -24)
(44, -23), (43, -24)
(45, -23), (44, -23)
(46, -23), (45, -23)
(46, -22), (45, -23)
(46, -21), (46, -22)
(46, -20), (46, -21)
(46, -19), (46, -20)
(45, -19), (46, -20)
(44, -19), (45, -19)
(43, -19), (44, -19)
(42, -19), (43, -19)
(43, -19), (43, -19)
(44, -19), (43, -19)
(45, -19), (44, -19)
(46, -19), (45, -19)
(47, -19), (46, -19)
(46, -19), (46, -19)
(45, -19), (46, -19)
(46, -19), (46, -19)
(47, -19), (46, -19)
(48, -19), (47, -19)
(49, -19), (48, -19)
(50, -19), (49, -19)
(50, -18), (49, -19)
(50, -17), (50, -18)
(50, -16), (50, -17)
(50, -15), (50, -16)
(50, -14), (50, -15)
(50, -15), (50, -15)
(50, -16), (50, -15)
(50, -17), (50, -16)
(51, -17), (50, -16)
(52, -17), (51, -17)
(52, -18), (51, -17)
(53, -18), (52, -18)
(54, -18), (53, -18)
(54, -17), (53, -18)
(54, -16), (54, -17)
(54, -15), (54, -16)
(54, -14), (54, -15)
(54, -15), (54, -15)
(55, -15), (54, -15)
(56, -15), (55, -15)
(57, -15), (56, -15)
(58, -15), (57, -15)
(58, -16), (57, -15)
(58, -17), (58, -16)
(58, -18), (58, -17)
(58, -19), (58, -18)
(58, -20), (58, -19)
(59, -20), (58, -19)
(60, -20), (59, -20)
(61, -20), (60, -20)
(62, -20), (61, -20)
(61, -20), (61, -20)
(60, -20), (61, -20)
(59, -20), (60, -20)
(58, -20), (59, -20)
(58, -19), (59, -20)
(58, -18), (58, -19)
(58, -17), (58, -18)
(58, -16), (58, -17)
(58, -15), (58, -16)
(58, -16), (58, -16)
(57, -16), (58, -16)
(56, -16), (57, -16)
(57, -16), (57, -16)
(57, -15), (57, -16)
(57, -14), (57, -15)
(57, -13), (57, -14)
(56, -13), (57, -14)
(55, -13), (56, -13)
(54, -13), (55, -13)
(53, -13), (54, -13)
(52, -13), (53, -13)
(53, -13), (53, -13)
(54, -13), (53, -13)
(55, -13), (54, -13)
(56, -13), (55, -13)
(57, -13), (56, -13)
(56, -13), (56, -13)
(55, -13), (56, -13)
(55, -14), (56, -13)
(55, -15), (55, -14)
(55, -16), (55, -15)
(54, -16), (55, -15)
(53, -16), (54, -16)
(54, -16), (54, -16)
(55, -16), (54, -16)
(56, -16), (55, -16)
(56, -15), (55, -16)
(56, -14), (56, -15)
(56, -15), (56, -15)
(56, -16), (56, -15)
(56, -15), (56, -15)
(56, -14), (56, -15)
(56, -13), (56, -14)
(55, -13), (56, -14)
(54, -13), (55, -13)
(53, -13), (54, -13)
(52, -13), (53, -13)
(51, -13), (52, -13)
(51, -12), (52, -13)
(51, -11), (51, -12)
(51, -10), (51, -11)
(51, -11), (51, -11)
(52, -11), (51, -11)
(52, -12), (51, -11)
(52, -13), (52, -12)
(52, -14), (52, -13)
(51, -14), (52, -13)
(50, -14), (51, -14)
(50, -13), (51, -14)
(50, -14), (51, -14)
(50, -15), (51, -14)
(50, -14), (51, -14)
(50, -13), (51, -14)
(50, -12), (50, -13)
(50, -11), (50, -12)
(49, -11), (50, -12)
(48, -11), (49, -11)
(47, -11), (48, -11)
(46, -11), (47, -11)
(46, -10), (47, -11)
(46, -9), (46, -10)
(46, -8), (46, -9)
(46, -7), (46, -8)
(46, -6), (46, -7)
(47, -6), (46, -7)
(48, -6), (47, -6)
(49, -6), (48, -6)
(50, -6), (49, -6)
(51, -6), (50, -6)
(51, -5), (50, -6)
(51, -4), (51, -5)
(51, -3), (51, -4)
(51, -2), (51, -3)
(51, -1), (51, -2)
(50, -1), (51, -2)
(49, -1), (50, -1)
(48, -1), (49, -1)
(47, -1), (48, -1)
(46, -1), (47, -1)
(47, -1), (47, -1)
(48, -1), (47, -1)
(49, -1), (48, -1)
(48, -1), (48, -1)
(48, -2), (48, -1)
(47, -2), (48, -1)
(46, -2), (47, -2)
(45, -2), (46, -2)
(45, -3), (46, -2)
(45, -4), (45, -3)
(45, -5), (45, -4)
(45, -6), (45, -5)
(46, -6), (45, -5)
(46, -7), (46, -6)
(47, -7), (46, -6)
(48, -7), (47, -7)
(49, -7), (48, -7)
(48, -7), (48, -7)
(47, -7), (48, -7)
(46, -7), (47, -7)
(45, -7), (46, -7)
(45, -6), (46, -7)
(45, -5), (45, -6)
(45, -4), (45, -5)
(45, -3), (45, -4)
(44, -3), (45, -4)
(45, -3), (45, -4)
(46, -3), (45, -4)
(47, -3), (46, -3)
(48, -3), (47, -3)
(49, -3), (48, -3)
(49, -4), (48, -3)
(49, -5), (49, -4)
(49, -6), (49, -5)
(49, -7), (49, -6)
(49, -6), (49, -6)
(49, -5), (49, -6)
(49, -6), (49, -6)
(49, -7), (49, -6)
(49, -8), (49, -7)
(49, -9), (49, -8)
(49, -10), (49, -9)
(49, -11), (49, -10)
(49, -10), (49, -10)
(49, -9), (49, -10)
(49, -8), (49, -9)
(49, -7), (49, -8)
(49, -6), (49, -7)
(49, -5), (49, -6)
(48, -5), (49, -6)
(47, -5), (48, -5)
(46, -5), (47, -5)
(45, -5), (46, -5)
(44, -5), (45, -5)
(43, -5), (44, -5)
(43, -4), (44, -5)
(43, -3), (43, -4)
(42, -3), (43, -4)
(41, -3), (42, -3)
(41, -4), (42, -3)
(41, -5), (41, -4)
(41, -6), (41, -5)
(41, -7), (41, -6)
(41, -8), (41, -7)
(41, -9), (41, -8)
(41, -8), (41, -8)
(41, -7), (41, -8)
(42, -7), (41, -8)
(43, -7), (42, -7)
(43, -6), (42, -7)
(44, -6), (43, -6)
(45, -6), (44, -6)
(46, -6), (45, -6)
(47, -6), (46, -6)
(48, -6), (47, -6)
(49, -6), (48, -6)
(49, -7), (48, -6)
(49, -8), (49, -7)
(49, -9), (49, -8)
(49, -10), (49, -9)
(49, -11), (49, -10)
(49, -12), (49, -11)
(50, -12), (49, -11)
(51, -12), (50, -12)
(52, -12), (51, -12)
(53, -12), (52, -12)
(54, -12), (53, -12)
(53, -12), (53, -12)
(52, -12), (53, -12)
